Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
05/02/2016 00:00,388,389.5,382.99,385,7372.61,2854281.75,387.15
06/02/2016 00:00,384.97,384.98,371.35,375.39,5735.7,2159252.72,376.46
07/02/2016 00:00,375.39,380,373.04,375,2885.48,1084985.75,376.02
08/02/2016 00:00,375,378.99,369.99,370.91,6943.11,2599524.22,374.4
09/02/2016 00:00,370.95,377,369.12,373.2,5779.68,2157256.83,373.25
10/02/2016 00:00,373.69,383.85,372.12,379.66,10006.63,3792903.88,379.04
11/02/2016 00:00,379.34,380.5,373.54,377.98,7471.96,2820555.12,377.49
12/02/2016 00:00,377.98,383.48,377.07,383.27,5996.09,2285206.43,381.12
13/02/2016 00:00,383,390.99,382,390.99,7324.97,2836694.35,387.26
14/02/2016 00:00,390.99,406.71,390.59,405,9758.39,3887244.21,398.35
15/02/2016 00:00,405.5,409.71,393.4,399.28,7906.7,3178245.78,401.97
16/02/2016 00:00,399.5,407.8,396,407.51,8354.83,3372130.21,403.61
17/02/2016 00:00,407.51,421.11,404,415.54,11842.78,4915480.62,415.06
18/02/2016 00:00,415.59,424.9,413.4,421.18,8588.93,3610499.41,420.37
19/02/2016 00:00,421.15,422,414,419.54,5015.54,2101914.47,419.08
20/02/2016 00:00,419.98,443.96,419.5,434.63,11633.27,5037569.38,433.03
21/02/2016 00:00,434.63,447.99,426,438.5,10300.35,4513446.91,438.18
22/02/2016 00:00,438.33,439.5,431.15,438.27,5840.32,2550862.12,436.77
